"course_id","title","link","provider","platform","skills","level","credential","duration"
60,"IBM DevOps and Software Engineering","https://www.coursera.org/professional-certificates/devops-and-software-engineering","IBM","Coursera","User Story, CI/CD, Software Development Life Cycle, Open Web Application Security Project (OWASP), Continuous Integration, Kubernetes, Istio, Linux Commands, Software Architecture, Cloud Computing Architecture, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), DevOps, Git (Version Control System), Flask (Web Framework), Grafana, Software Engineering, Data Import/Export, Application Development","Beginner","Professional Certificate","3 - 6 Months"
61,"AWS Cloud Technology Consultant","https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant","Amazon Web Services","Coursera","AWS Identity and Access Management (IAM), Infrastructure as Code (IaC), Amazon CloudWatch, AWS CloudFormation, Amazon DynamoDB, Software Development Life Cycle, CI/CD, Amazon Web Services, Professional Networking, IT Automation, Cloud Computing, Amazon S3, Extract, Transform, Load, DevOps, Software Architecture, Cloud Computing Architecture, Cloud Management, Data Management, Problem Solving, Teamwork","Beginner","Professional Certificate","3 - 6 Months"
62,"SAP Technology Consultant","https://www.coursera.org/professional-certificates/sap-technology-consultant","SAP","Coursera","Digital Transformation, Cloud Computing Architecture, Stakeholder Engagement, Consulting, Systems Design, Relationship Management, Business Consulting, Cloud Computing, Management Consulting, Technical Design, Solution Design, User Feedback, Product Strategy, Project Scoping, Technical Consulting, Customer Engagement, Cybersecurity, System Implementation, Professional Networking, SAP Applications","Beginner","Professional Certificate","3 - 6 Months"
63,"Google Business Intelligence","https://www.coursera.org/professional-certificates/google-business-intelligence","Google","Coursera","Data Modeling, Stakeholder Engagement, Database Design, Dashboard, Business Intelligence, Extract, Transform, Load, Tableau Software, Data Warehousing, Data Pipelines, Data Integrity, Data Validation, Data-Driven Decision-Making, Data Visualization, Interviewing Skills, Business Process, Business Analysis, Professional Development, Google Gemini, Data Analysis, SQL","Advanced","Professional Certificate","3 - 6 Months"
64,"Meta Social Media Marketing","https://www.coursera.org/professional-certificates/facebook-social-media-marketing","Meta","Coursera","Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Paid media, Marketing Budgets, Smart Goals, Social Media Strategy, Social Media Campaigns, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Marketing Materials, Performance Analysis, Key Performance Indicators (KPIs), Advertising, Brand Management, Digital Marketing","Beginner","Professional Certificate","3 - 6 Months"
65,"Google Advanced Data Analytics","https://www.coursera.org/professional-certificates/google-advanced-data-analytics","Google","Coursera","Data Storytelling, Data Visualization, Data Ethics, Exploratory Data Analysis, Sampling (Statistics), Data Presentation, Data Visualization Software, Feature Engineering, Regression Analysis, Descriptive Statistics, Statistical Hypothesis Testing, Advanced Analytics, Data Analysis, Tableau Software, Data Science, Statistical Analysis, Machine Learning, Object Oriented Programming (OOP), Interviewing Skills, Python Programming","Advanced","Professional Certificate","3 - 6 Months"
66,"Preparing for Google Cloud Certification: Cloud Security Engineer","https://www.coursera.org/professional-certificates/google-cloud-security","Google Cloud","Coursera","Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Kubernetes, Cloud Infrastructure, Identity and Access Management, Data Loss Prevention, Load Balancing, System Monitoring, Prompt Engineering, Network Monitoring, Cloud Computing Architecture, Containerization, Network Architecture, Role-Based Access Control (RBAC), Network Security, OAuth, Network Routing, Cloud Security, Virtual Private Networks (VPN)","Intermediate","Professional Certificate","3 - 6 Months"
67,"Meta Database Engineer","https://www.coursera.org/professional-certificates/meta-database-engineer","Meta","Coursera","MySQL, Database Design, Version Control, Database Management Systems, Database Management, MySQL Workbench, Extract, Transform, Load, Data Modeling, Data Structures, SQL, Unix Commands, Relational Databases, Databases, Git (Version Control System), Database Systems, GitHub, Stored Procedure, Object Oriented Programming (OOP), Database Administration, Database Development","Beginner","Professional Certificate","3 - 6 Months"
68,"Intuit Academy Bookkeeping","https://www.coursera.org/professional-certificates/intuit-bookkeeping","Intuit","Coursera","Reconciliation, Financial Statements, Financial Statement Analysis, Inventory Accounting, Payroll, Bookkeeping, QuickBooks (Accounting Software), Payroll Administration, Inventory Control, Payroll Processing, Income Statement, Balance Sheet, Financial Reporting, Depreciation, Fixed Asset, Payroll Tax, Property Accounting, Accounting Software, Financial Accounting, Financial Analysis","Beginner","Professional Certificate","3 - 6 Months"
69,"Preparing for Google Cloud Certification: Cloud Architect","https://www.coursera.org/professional-certificates/gcp-cloud-architect","Google Cloud","Coursera","Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Prompt Engineering, Application Deployment, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Cloud Computing, CI/CD, Terraform, Cloud Computing Architecture, Cloud Security, Cloud Management, Cloud Services, Load Balancing, Service Level Agreement, Infrastructure as Code (IaC), Network Planning And Design","Intermediate","Professional Certificate","3 - 6 Months"
70,"Preparing for Google Cloud Certification: Cloud Engineer","https://www.coursera.org/professional-certificates/cloud-engineering-gcp","Google Cloud","Coursera","Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Prompt Engineering, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Terraform, Cloud Computing Architecture, Cloud Management, Cloud Services, Load Balancing, Cloud Engineering, Application Deployment, Infrastructure as Code (IaC), Virtual Machines, Data Storage Technologies, Cloud Computing, Docker (Software)","Intermediate","Professional Certificate","3 - 6 Months"
71,"Preparing for Google Cloud Certification: Cloud Network Engineer","https://www.coursera.org/professional-certificates/google-cloud-networking","Google Cloud","Coursera","Application Performance Management, Distributed Denial-Of-Service (DDoS) Attacks, Google Cloud Platform, Cloud Infrastructure, Load Balancing, System Monitoring, Prompt Engineering, Kubernetes, Network Performance Management, Network Monitoring, Cloud Computing Architecture, Containerization, Network Architecture, Network Security, Cloud Storage, Cloud Services, Identity and Access Management, Network Routing, Virtual Private Networks (VPN), Network Troubleshooting","Intermediate","Professional Certificate","3 - 6 Months"
72,"IBM iOS and Android Mobile App Developer","https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc","IBM","Coursera","React Native, Prompt Engineering, Software Development Life Cycle, Flutter (Software), Swift Programming, Software Architecture, Apple Xcode, Mobile Development, Android Studio, Android Development, React Redux, Apple iOS, Responsive Web Design, Git (Version Control System), GitHub, Android (Operating System), Cascading Style Sheets (CSS), React.js, User Experience Design, AI Personalization","Beginner","Professional Certificate","3 - 6 Months"
73,"IBM Business Intelligence (BI) Analyst","https://www.coursera.org/professional-certificates/bi-analyst","IBM","Coursera","Dashboard, Data Storytelling, Data Visualization, Database Design, MySQL, Presentations, Descriptive Statistics, Extract, Transform, Load, Business Intelligence, Data Visualization Software, IBM DB2, Tableau Software, Relational Databases, Star Schema, Interactive Data Visualization, IBM Cognos Analytics, Microsoft SQL Servers, Data-Driven Decision-Making, Excel Formulas, Microsoft Excel","Beginner","Professional Certificate","3 - 6 Months"
74,"DeepLearning.AI Data Engineering","https://www.coursera.org/professional-certificates/data-engineering","Multiple educators","Coursera","Apache Airflow, Data Modeling, Data Pipelines, Data Storage, Data Architecture, Requirements Analysis, Data Processing, Data Warehousing, Query Languages, Apache Hadoop, Extract, Transform, Load, Data Lakes, Amazon Web Services, Apache Spark, Database Systems, Feature Engineering, Data Manipulation, Data Integration, AWS Kinesis, Data Management","Intermediate","Professional Certificate","3 - 6 Months"
75,"Google IT Automation with Python","https://www.coursera.org/professional-certificates/google-it-automation","Google","Coursera","Git (Version Control System), GitHub, Version Control, Cloud Services, Debugging, Puppet (Configuration Management Tool), Infrastructure as Code (IaC), Bash (Scripting Language), CI/CD, Cloud Computing, Technical Communication, Unit Testing, Web Services, Email Automation, Configuration Management, Automation, Python Programming, Interviewing Skills, Professional Development, Scripting","Advanced","Professional Certificate","3 - 6 Months"
76,"Preparing for Google Cloud Certification: Cloud DevOps Engineer","https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud","Google Cloud","Coursera","Site Reliability Engineering, Kubernetes, Application Performance Management, Google Cloud Platform, Cloud Infrastructure, System Monitoring, Prompt Engineering, Application Deployment, Identity and Access Management, CI/CD, Containerization, Cloud Storage, Cloud Security, Cloud Services, Cloud Management, Service Level Agreement, Virtual Machines, Safety Culture, Network Monitoring, Culture Transformation","Beginner","Professional Certificate","3 - 6 Months"
77,"Meta Android Developer","https://www.coursera.org/professional-certificates/meta-android-developer","Meta","Coursera","React Native, Android Studio, Restful API, Version Control, UI/UX Research, Usability Testing, Git (Version Control System), Data Structures, Jest (JavaScript Testing Framework), Unix Commands, Android Jetpack, Android Development, Persona (User Experience), GitHub, Interaction Design, Kotlin, User Experience Design, User Interface and User Experience (UI/UX) Design, Mobile Development, Javascript","Beginner","Professional Certificate","3 - 6 Months"
78,"Salesforce Sales Development Representative","https://www.coursera.org/professional-certificates/sales-development-representative","Salesforce","Coursera","Overcoming Objections, Prospecting and Qualification, Customer Relationship Management, Lead Generation, Sales Development, Time Management, Business Writing, Salesforce, Writing, Productivity, Cold Calling, Sales Prospecting, Growth Mindedness, Verbal Communication Skills, Cultural Diversity, Sales Enablement, Empathy, Interviewing Skills, Professional Development, Sales","Beginner","Professional Certificate","3 - 6 Months"
79,"DeepLearning.AI Data Analytics","https://www.coursera.org/professional-certificates/data-analytics","DeepLearning.AI","Coursera","Data Storytelling, Web Scraping, Google Sheets, Data Visualization, Data Presentation, Spreadsheet Software, Large Language Modeling, Tableau Software, Data Literacy, Dashboard, LinkedIn, Pandas (Python Package), Time Series Analysis and Forecasting, Probability & Statistics, Extract, Transform, Load, Statistical Analysis, Statistics, Data Manipulation, Data Analysis, Descriptive Statistics","Beginner","Professional Certificate","3 - 6 Months"
80,"Goodwill® Career Coach and Navigator","https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator","Goodwill Industries International","Coursera","Constructive Feedback, Interviewing Skills, Communication, Coaching, Accountability, Client Services, Virtual Teams, Professional Development, Diversity and Inclusion, Client Support, Workforce Development, Recruitment, Ethical Standards And Conduct, Active Listening, Telecommuting, Needs Assessment, Employee Onboarding, Empathy, Human Centered Design, Gap Analysis","Beginner","Professional Certificate","3 - 6 Months"
81,"Preparing for Google Cloud Certification: Cloud Architect Professional Certificate 日本語版","https://www.coursera.org/professional-certificates/gcp-cloud-architect-jp","Google Cloud","Coursera","Identity and Access Management, Prompt Engineering, Google Cloud Platform, Cloud Infrastructure, Kubernetes, CI/CD, Microservices, Virtual Machines, Application Deployment, Cloud Computing, Containerization, Terraform, Cloud Security, Data Storage, Cloud Storage, Network Architecture, Cloud Services, Restful API, Cloud Computing Architecture, Technical Design","Intermediate","Professional Certificate","3 - 6 Months"
82,"Google Cloud Cybersecurity","https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate","Google Cloud","Coursera","Cloud Security, Identity and Access Management, Intrusion Detection and Prevention, Computer Security Incident Management, Threat Management, Cyber Threat Hunting, Risk Management Framework, Cyber Attacks, Cyber Operations, Vulnerability Management, Continuous Monitoring, Event Monitoring, Disaster Recovery, Incident Management, Generative AI, DevSecOps, Data Security, Cloud Storage, Google Cloud Platform, Cybersecurity","Beginner","Professional Certificate","3 - 6 Months"
83,"IBM Product Owner","https://www.coursera.org/professional-certificates/ibm-product-owner","IBM","Coursera","AI Product Strategy, User Story, Sprint Retrospectives, Backlogs, Agile Product Development, Generative AI, Agile Software Development, Stakeholder Communications, Agile Methodology, Kanban Principles, Responsible AI, Product Roadmaps, Virtual Teams, Information Technology, Agile Project Management, Computer Hardware, Product Strategy, ChatGPT, Stakeholder Management, Sprint Planning","Beginner","Professional Certificate","3 - 6 Months"
84,"IBM IT Scrum Master","https://www.coursera.org/professional-certificates/ibm-it-scrum-master","IBM","Coursera","User Story, Software Development Life Cycle, Software Architecture, Sprint Retrospectives, Agile Software Development, Kanban Principles, DevOps, Backlogs, Software Design, Sprint Planning, Web Design and Development, Scrum (Software Development), Information Technology, Computer Hardware, Agile Methodology, Agile Project Management, Team Building, Risk Management, Leadership, Communication","Beginner","Professional Certificate","3 - 6 Months"
85,"IBM Data Warehouse Engineer","https://www.coursera.org/professional-certificates/data-warehouse-engineering","IBM","Coursera","Data Warehousing, SQL, Extract, Transform, Load, Apache Airflow, Linux Commands, Database Design, IBM Cognos Analytics, MySQL, Database Administration, Data Pipelines, Apache Kafka, Database Management, Bash (Scripting Language), Shell Script, Database Architecture and Administration, Data Store, IBM DB2, Data Visualization, Relational Databases, Dashboard","Beginner","Professional Certificate","3 - 6 Months"
86,"IBM Applied DevOps Engineering","https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering","IBM","Coursera","User Story, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, Kubernetes, Istio, Application Deployment, Test Driven Development (TDD), Gherkin (Scripting Language), Jenkins, Agile Software Development, DevOps, Code Coverage, OpenShift, Cloud Applications, Behavior-Driven Development, Secure Coding, Grafana, System Monitoring, Agile Methodology","Intermediate","Professional Certificate","3 - 6 Months"
87,"IBM Data Analytics with Excel and R","https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel","IBM","Coursera","Data Storytelling, Interactive Data Visualization, Data Visualization Software, Data Visualization, Database Design, Shiny (R Package), Data Wrangling, Exploratory Data Analysis, Relational Databases, Big Data, Ggplot2, Data Analysis, IBM Cognos Analytics, Data Presentation, Data Mining, Dashboard, Excel Formulas, Data Manipulation, Web Scraping, Microsoft Excel","Beginner","Professional Certificate","3 - 6 Months"
88,"IBM IT Project Manager","https://www.coursera.org/professional-certificates/ibm-it-project-manager","IBM","Coursera","User Story, Software Development Life Cycle, Stakeholder Engagement, Software Architecture, Project Management Life Cycle, Resource Management, Peer Review, Agile Software Development, Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Kanban Principles, Project Management, Information Technology, Risk Management, Interviewing Skills, Agile Project Management, Leadership, Communication","Beginner","Professional Certificate","3 - 6 Months"
89,"Google Cloud Data Analytics","https://www.coursera.org/professional-certificates/google-cloud-data-analytics-certificate","Google Cloud","Coursera","Responsible AI, Data Lakes, Data Storytelling, Data Governance, Data Visualization, Data Presentation, Data Architecture, Data Pipelines, Data Visualization Software, Dashboard, Looker (Software), Cloud Infrastructure, Generative AI, Data Cleansing, Data Management, Cloud Storage, Data Transformation, Cloud Computing, Google Cloud Platform, Data Ethics","Beginner","Professional Certificate","3 - 6 Months"
90,"Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版","https://www.coursera.org/professional-certificates/gcp-data-engineering-jp","Google Cloud","Coursera","Data Pipelines, Google Cloud Platform, Dataflow, Unstructured Data, MLOps (Machine Learning Operations), Data Lakes, Looker (Software), Data Warehousing, Data Processing, Data Management, Data Infrastructure, Cloud Engineering, Cloud Storage, Big Data, Cloud Infrastructure, Tensorflow, Dashboard, Data Architecture, Real Time Data, Extract, Transform, Load","Intermediate","Professional Certificate","3 - 6 Months"
91,"IBM JavaScript Backend","https://www.coursera.org/professional-certificates/backend-javascript-developer","IBM","Coursera","Software Development Life Cycle, Open Web Application Security Project (OWASP), Node.JS, Kubernetes, Containerization, Istio, Software Architecture, Application Deployment, Cloud-Native Computing, Responsive Web Design, NoSQL, OpenShift, Restful API, Git (Version Control System), Cloud Applications, Ajax, Grafana, Javascript, Azure DevOps, Engineering Software","Beginner","Professional Certificate","3 - 6 Months"
92,"IBM Full-Stack JavaScript Developer","https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer","IBM","Coursera","Software Development Life Cycle, Node.JS, Kubernetes, Istio, Software Architecture, Application Deployment, React Redux, CI/CD, Cloud-Native Computing, Responsive Web Design, NoSQL, OpenShift, Restful API, Git (Version Control System), Cloud Applications, GitHub, Ajax, Javascript, Azure DevOps, Engineering Software","Beginner","Professional Certificate","3 - 6 Months"
93,"IBM Relational Database Administrator","https://www.coursera.org/professional-certificates/ibm-relational-database-administrator","IBM","Coursera","Data Engineering, Data Warehousing, Extract, Transform, Load, Apache Airflow, Web Scraping, Linux Commands, Database Design, SQL, Database Administration, MySQL, Data Pipelines, Apache Kafka, Database Management, Bash (Scripting Language), Shell Script, Database Architecture and Administration, Data Store, Generative AI, Data Import/Export, Data Security","Intermediate","Professional Certificate","3 - 6 Months"
94,"IBM Front-End Developer","https://www.coursera.org/professional-certificates/ibm-frontend-developer","IBM","Coursera","Bootstrap (Front-End Framework), Software Development Life Cycle, Software Architecture, React Redux, Cloud-Native Computing, Responsive Web Design, NoSQL, Git (Version Control System), GitHub, Webpack, Application Development, MongoDB, Agile Methodology, Cascading Style Sheets (CSS), React.js, Browser Compatibility, Software Design, HTML and CSS, User Experience Design, Engineering Software","Beginner","Professional Certificate","3 - 6 Months"
95,"IBM UI/UX Designer","https://www.coursera.org/professional-certificates/ibm-ui-ux-designer","IBM","Coursera","User Story, Information Architecture, UI/UX Research, User Research, User Interface and User Experience (UI/UX) Design, Design Thinking, User Experience, Agile Software Development, User Centered Design, Agile Methodology, Design Research, Usability, Usability Testing, Responsive Web Design, Kanban Principles, Backlogs, User Interface (UI), Figma (Design Software), Wireframing, Prototyping","Beginner","Professional Certificate","3 - 6 Months"
96,"IBM Deep Learning with PyTorch, Keras and Tensorflow","https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow","IBM","Coursera","PyTorch (Machine Learning Library), Keras (Neural Network Library), Reinforcement Learning, Deep Learning, Unsupervised Learning, Machine Learning Methods, Generative AI, Artificial Neural Networks, Tensorflow, Artificial Intelligence and Machine Learning (AI/ML), Image Analysis, Computer Vision, Artificial Intelligence, Machine Learning, Natural Language Processing, Predictive Modeling, Machine Learning Algorithms, Probability & Statistics, Network Architecture, Supervised Learning","Intermediate","Professional Certificate","3 - 6 Months"
97,"Análisis de Datos de Google","https://www.coursera.org/professional-certificates/analisis-de-datos-de-google","Google","Coursera","Data Storytelling, Presentations, Rmarkdown, Data Presentation, Data Cleansing, Data Visualization, Ggplot2, Data Validation, Spreadsheet Software, Data Visualization Software, Data Ethics, Data Analysis, Data-Driven Decision-Making, Tableau Software, Data Literacy, Data Processing, Dashboard, Business Analysis, Stakeholder Communications, Databases","Beginner","Professional Certificate","3 - 6 Months"
98,"Microsoft IT Support Specialist","https://www.coursera.org/professional-certificates/microsoft-it-support-specialist","Microsoft","Coursera","Microsoft 365, Network Security, Business Software, Computer Hardware, Cybersecurity, Microsoft Office, Desktop Support, Virtual Private Networks (VPN), Network Troubleshooting, Technical Support, Hardware Troubleshooting, Generative AI, Operating Systems, Collaborative Software, System Support, Network Protocols, TCP/IP, Application Security, Microsoft Teams, Cloud Computing","Beginner","Professional Certificate","3 - 6 Months"
99,"Salesforce Sales Operations","https://www.coursera.org/professional-certificates/salesforce-sales-operations","Salesforce","Coursera","Sales Pipelines, Sales Process, Sales Operations, Customer Success Management, Order Management, Sales Management, Salesforce, Dashboard, Sales, Sales Development, Lead Generation, Request For Quotation (RFQ), Sales Support, Customer Relationship Management, Sales Enablement, Product Knowledge, B2B Sales, Campaign Management, Data Visualization, Sales Training","Beginner","Professional Certificate","3 - 6 Months"
100,"Adobe Marketing Specialist","https://www.coursera.org/professional-certificates/adobe-marketing-specialist","Adobe","Coursera","Promotional Strategies, Marketing Planning, Social Media Content, Responsible AI, Digital Marketing, Cross-Channel Marketing, Logo Design, Digital Design, Content Marketing, Creative Design, Target Audience, Generative AI, Marketing Strategies, Campaign Management, Content Creation, Social Media Marketing, Graphic Design, Content Strategy, Advertising, Market Research","Beginner","Professional Certificate","3 - 6 Months"
101,"Gestión de Proyectos de Google","https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google","Google","Coursera","Project Closure, Quality Management, Project Planning, Communication Planning, Sprint Retrospectives, Backlogs, Project Management Life Cycle, Agile Methodology, Project Management, Issue Tracking, Agile Project Management, Stakeholder Analysis, Budget Management, Milestones (Project Management), Project Scoping, Project Documentation, Project Risk Management, Scope Management, Stakeholder Management, Change Management","Beginner","Professional Certificate","3 - 6 Months"
102,"Meta Data Analyst","https://www.coursera.org/professional-certificates/meta-data-analyst","Meta","Coursera","Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Data Management, Data Collection, Data Governance, Bayesian Statistics, Data Visualization, Descriptive Statistics, Statistical Hypothesis Testing, Information Privacy, Data Cleansing, Pandas (Python Package), Data Quality, Data Analysis, Data Visualization Software, Spreadsheet Software, Exploratory Data Analysis, SQL, Python Programming","Beginner","Professional Certificate","3 - 6 Months"
103,"Microsoft Cloud Support Associate","https://www.coursera.org/professional-certificates/microsoft-cloud-support-associate","Microsoft","Coursera","Microsoft 365, Network Security, Cloud Management, Microsoft Azure, Business Software, Computer Hardware, Virtual Machines, Identity and Access Management, Cybersecurity, Network Troubleshooting, Microsoft Office, Desktop Support, Virtual Private Networks (VPN), Azure Active Directory, Technical Support, Hardware Troubleshooting, System Monitoring, Disaster Recovery, Cloud Computing, Network Protocols","Beginner","Professional Certificate","3 - 6 Months"
104,"IBM Program Manager","https://www.coursera.org/professional-certificates/ibm-program-manager","IBM","Coursera","User Story, Program Management, Stakeholder Management, Resource Allocation, Agile Software Development, Agile Methodology, Kanban Principles, Project Management Life Cycle, Backlogs, Change Management, Project Management Office (PMO), Organizational Change, Responsible AI, Sprint Retrospectives, Agile Project Management, Organizational Strategy, Risk Management, Governance, Project Management, Leadership","Beginner","Professional Certificate","3 - 6 Months"
105,"Google Cloud Digital Leader Training","https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training","Google Cloud","Coursera","Cloud Management, Serverless Computing, Google Cloud Platform, Digital Transformation, Data Governance, Cloud Services, Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Cloud Infrastructure, Data Strategy, Application Programming Interface (API), Cloud Solutions, Real Time Data, Business Transformation, Data Management, Hybrid Cloud Computing, Data Warehousing, Artificial Intelligence, Responsible AI, Data Security","Beginner","Professional Certificate","3 - 6 Months"
106,"Tableau Business Intelligence Analyst","https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst","Tableau Learning Partner","Coursera","Data Storytelling, Exploratory Data Analysis, Requirements Elicitation, Data Presentation, Data Governance, Data Ethics, Tableau Software, Business Analysis, Data Literacy, Data Visualization, Data Visualization Software, Data Warehousing, Business Metrics, Dashboard, Extract, Transform, Load, Stakeholder Analysis, Data Analysis, Spatial Data Analysis, Data Quality, Data Management","Beginner","Professional Certificate","3 - 6 Months"
107,"Unilever Supply Chain Data Analyst","https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst","Unilever","Coursera","Data Governance, Descriptive Analytics, Data Storytelling, Supply Chain Management, Demand Planning, Presentations, Data Visualization, Supply Chain Systems, Supply Chain, Supply Chain Planning, Transportation, Supply Chain, and Logistics, Process Improvement, Data Management, Data Lakes, Predictive Analytics, Forecasting, Data Analysis, Data Analysis Software, Real Time Data, Problem Solving","Beginner","Professional Certificate","3 - 6 Months"
108,"Fractal Data Science","https://www.coursera.org/professional-certificates/fractal-data-science","Fractal Analytics","Coursera","Data Storytelling, Decision Making, Critical Thinking, Database Design, Data Manipulation, Data Presentation, Power BI, Data Visualization, Exploratory Data Analysis, Feature Engineering, Interactive Data Visualization, Data Analysis Expressions (DAX), Human Centered Design, Storyboarding, SQL, Applied Machine Learning, Data Modeling, Machine Learning, Problem Solving, Python Programming","Beginner","Professional Certificate","3 - 6 Months"
109,"Palo Alto Networks Cybersecurity","https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals","Palo Alto Networks","Coursera","Network Security, Cloud Security, Cybersecurity, Cloud Infrastructure, Firewall, Network Infrastructure, Docker (Software), Virtual Private Networks (VPN), Software As A Service, Hybrid Cloud Computing, Containerization, Threat Detection, Data Centers, Threat Management, OSI Models, Enterprise Security, Network Protocols, Dynamic Host Configuration Protocol (DHCP), Vulnerability Scanning, Incident Response","Beginner","Professional Certificate","3 - 6 Months"
110,"ADP Entry-Level Payroll Specialist","https://www.coursera.org/professional-certificates/adp-payroll-specialist","Automatic Data Processing, Inc. (ADP)","Coursera","Payroll, Payroll Processing, Payroll Systems, Payroll Tax, Payroll Reporting, Payroll Administration, Data Entry, Employee Onboarding, Labor Compliance, Labor Law, Compensation Management, Human Resource Strategy, Compensation and Benefits, Non-Profit Accounting, Payment Processing and Collection, Tax Compliance, Benefits Administration, Specialized Accounting, Record Keeping, Data Analysis","Beginner","Professional Certificate","3 - 6 Months"
111,"IBM Mainframe Developer","https://www.coursera.org/professional-certificates/ibm-mainframe-developer","IBM","Coursera","Mainframe Computing, COBOL (Programming Language), Software Development Life Cycle, z/OS, Unit Testing, Systems Analysis, Job Control Language (JCL), IBM DB2, Systems Development, Debugging, Pseudocode, Software Development Methodologies, Virtualization, Agile Methodology, Software Development, Test Driven Development (TDD), Programming Principles, Relational Databases, Software Testing, Technical Support","Intermediate","Professional Certificate","3 - 6 Months"
112,"SAS Programmer","https://www.coursera.org/professional-certificates/sas-programming","SAS","Coursera","Data Manipulation, SAS (Software), Data Access, Data Import/Export, Microsoft Excel, Data Analysis, Data Transformation, Requirements Analysis, Exploratory Data Analysis, Data Validation, Data Cleansing, Descriptive Statistics, Statistical Programming, Data Processing, Data Integration, SQL, Data Presentation, Debugging","Beginner","Professional Certificate","3 - 6 Months"
113,"Soporte de Tecnologías de la Información de Google","https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google","Google","Coursera","IT Infrastructure, Operating System Administration, Computer Networking, Desktop Support, Systems Administration, Network Troubleshooting, Remote Access Systems, Network Security, OSI Models, Hardening, Package and Software Management, Cybersecurity, Disaster Recovery, User Accounts, File Systems, TCP/IP, Computer Security Awareness Training, Computer Hardware, Technical Support, Software Installation","Beginner","Professional Certificate","3 - 6 Months"
114,"Akamai Customer Consulting and Support","https://www.coursera.org/professional-certificates/akamai-customer-consulting-and-support","Akamai Technologies, Inc.","Coursera","Endpoint Security, Database Systems, Computer Security Incident Management, Security Management, Ubuntu, Routing Protocols, Database Design, Application Development, Network Architecture, Linux Commands, TCP/IP, Operating Systems, Database Theory, Web Design and Development, Cascading Style Sheets (CSS), Web Development, Data Structures, Python Programming, Data Analysis, Software Development","Beginner","Professional Certificate","3 - 6 Months"
115,"CVS Health Call Center Customer Service","https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service","CVS Health","Coursera","Active Listening, Call Center Experience, De-escalation Techniques, Greeting Customers, Growth Mindedness, Customer Service, Empathy, Interviewing Skills, Cross Selling, Data Entry, Customer Relationship Building, Upselling, Teamwork, Customer Complaint Resolution, Conflict Management, Retail Store Operations, Transaction Processing, Cash Register Operation, Communication, Time Management","Beginner","Professional Certificate","3 - 6 Months"
116,"Microsoft Back-End Developer","https://www.coursera.org/professional-certificates/microsoft-back-end-developer","Microsoft","Coursera","CI/CD, C# (Programming Language), Load Balancing, Continuous Integration, Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Authentications, ASP.NET, Debugging, SQL, Application Deployment, Microsoft Copilot, .NET Framework, Relational Databases, Database Management, Graph Theory, Back-End Web Development, Program Development, Data Structures","Beginner","Professional Certificate","3 - 6 Months"
117,"Amazon Junior Software Developer","https://www.coursera.org/professional-certificates/amazon-junior-software-developer","Amazon","Coursera","Git (Version Control System), Software Development Methodologies, JUnit, Requirements Analysis, Version Control, Application Development, Software Development Life Cycle, SQL, Full-Stack Web Development, Test Driven Development (TDD), Software Development, Restful API, Object Oriented Programming (OOP), Object Oriented Design, Database Management, MySQL, Digital Transformation, Relational Databases, Java Programming, Generative AI","Beginner","Professional Certificate","3 - 6 Months"
